age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income,native_country
58,4,13,2,4,0,4,1,7688,0,50,1,39
31,4,13,2,10,5,4,0,7688,0,43,1,39
54,4,11,2,13,0,4,1,7688,0,40,1,39
45,4,13,2,4,0,4,1,7688,0,50,1,39
54,5,9,2,4,0,4,1,7688,0,60,1,39
42,4,12,2,1,0,4,1,7688,0,42,1,39
43,2,9,2,3,0,4,1,7688,0,40,1,39
51,4,9,2,12,0,4,1,7688,0,40,1,39
39,7,14,2,10,2,3,0,7688,0,38,1,39
55,6,6,2,12,0,4,1,7688,0,50,1,39
44,4,13,2,4,0,4,1,7688,0,50,1,39
43,4,14,2,4,0,4,1,7688,0,53,1,39
46,1,13,2,4,0,4,1,7688,0,40,1,39
46,4,7,2,8,0,2,1,7688,0,40,1,39
49,4,10,2,12,0,4,1,7688,0,40,1,39
60,7,16,2,10,0,4,1,7688,0,60,1,39
38,4,13,2,4,0,4,1,7688,0,55,1,39
46,1,13,2,10,0,4,1,7688,0,45,1,39
36,4,13,2,10,0,4,1,7688,0,40,1,39
39,5,13,2,12,0,1,1,7688,0,40,1,0
37,4,12,2,4,0,4,1,7688,0,50,1,39
48,4,9,2,3,0,4,1,7688,0,70,1,39
41,4,13,2,10,0,4,1,7688,0,55,1,39
54,4,13,2,12,0,4,1,7688,0,50,1,39
42,4,14,2,10,0,4,1,7688,0,40,1,39
40,4,9,2,4,0,4,1,7688,0,50,1,39
40,2,13,2,10,0,4,1,7688,0,40,1,39
25,4,11,2,10,5,4,0,7688,0,40,1,39
34,4,13,2,8,5,1,0,7688,0,50,1,30
51,4,9,2,1,5,4,0,7688,0,40,1,39
40,4,12,2,10,0,4,1,7688,0,40,1,39
34,0,10,2,0,5,4,0,7688,0,6,1,39
29,4,12,2,12,5,3,0,7688,0,45,1,39
57,4,8,2,14,0,2,1,7688,0,40,1,39
63,0,13,2,0,0,4,1,7688,0,54,1,39
45,2,10,2,10,0,4,1,7688,0,50,1,39
45,4,8,2,12,0,4,1,7688,0,40,1,39
41,5,13,2,4,0,4,1,7688,0,40,1,39
58,5,13,2,4,0,4,1,7688,0,30,1,39
38,4,8,2,3,0,4,1,7688,0,40,1,39
47,4,10,2,3,0,4,1,7688,0,55,1,39
44,5,10,2,4,0,4,1,7688,0,45,1,39
47,4,14,2,10,5,4,0,7688,0,40,1,39
44,4,14,2,10,0,4,1,7688,0,55,1,39
38,7,16,2,10,5,4,0,7688,0,40,1,0
33,4,13,2,12,0,4,1,7688,0,50,1,39
34,4,9,2,3,0,4,1,7688,0,40,1,39
53,6,2,2,4,0,4,1,7688,0,67,1,22
51,4,13,2,1,5,4,0,7688,0,20,1,39
50,5,13,2,4,0,1,1,7688,0,50,1,24
32,6,15,2,10,0,4,1,7688,0,45,1,39
42,4,9,2,3,0,2,1,7688,0,45,1,39
55,0,12,2,0,0,2,1,7688,0,40,1,39
50,6,14,2,12,0,4,1,7688,0,55,1,39
28,4,7,2,6,0,4,1,7688,0,40,1,39
46,4,10,2,3,0,4,1,7688,0,40,1,39
39,4,15,2,3,0,4,1,7688,0,40,1,39
37,4,14,2,1,0,4,1,7688,0,50,1,39
40,4,13,2,8,5,1,0,7688,0,52,1,24
40,4,14,2,10,0,4,1,7688,0,40,1,39
54,4,9,2,3,0,4,1,7688,0,40,1,39
41,4,13,2,10,5,4,0,7688,0,10,1,39
50,4,9,2,3,0,4,1,7688,0,40,1,39
41,4,9,2,10,0,4,1,7688,0,43,1,39
44,4,13,2,12,0,4,1,7688,0,40,1,39
48,5,16,2,10,0,4,1,7688,0,55,1,39
55,4,9,2,3,0,4,1,7688,0,40,1,39
48,4,11,2,3,0,4,1,7688,0,40,1,39
45,2,14,2,4,0,4,1,7688,0,50,1,39
39,4,13,2,10,5,4,0,7688,0,20,1,39
50,6,9,2,4,0,4,1,7688,0,50,1,39
28,2,14,2,10,5,4,0,7688,0,35,1,39
57,4,10,2,4,0,4,1,7688,0,45,1,39
32,5,13,2,12,0,4,1,7688,0,55,1,26
37,4,7,2,6,0,2,1,7688,0,40,1,39
51,1,9,2,14,0,4,1,7688,0,40,1,39
54,5,13,2,7,0,1,1,7688,0,40,1,0
37,4,13,2,4,5,4,0,7688,0,45,1,39
39,4,13,2,10,5,4,0,7688,0,32,1,39
30,4,10,2,10,0,4,1,7688,0,40,1,39
46,2,9,2,11,0,4,1,7688,0,96,1,39
40,1,13,2,10,0,4,1,7688,0,66,1,39
38,7,10,2,11,0,4,1,7688,0,40,1,39
39,6,10,2,12,0,4,1,7688,0,50,1,39
50,2,10,2,3,0,4,1,7688,0,40,1,39
60,5,13,2,10,0,4,1,7688,0,40,1,39
42,4,13,2,10,0,4,1,7688,0,40,1,39
50,6,14,2,12,0,4,1,7688,0,45,1,39
44,2,11,2,3,0,4,1,7688,0,40,1,39
51,4,13,2,4,0,4,1,7688,0,40,1,39
51,7,16,2,4,0,4,1,7688,0,55,1,39
47,4,10,2,10,0,4,1,7688,0,40,1,39
53,6,13,2,4,0,1,1,7688,0,20,1,3
41,4,13,2,12,0,4,1,7688,0,50,1,39
29,1,13,2,4,0,4,1,7688,0,40,1,39
46,4,14,2,10,0,4,1,7688,0,46,1,39
44,4,10,2,3,0,4,1,7688,0,45,1,39
38,0,13,2,0,5,3,0,7688,0,50,1,0
49,4,13,2,4,0,4,1,7688,0,66,1,39
51,4,13,2,12,0,4,1,7688,0,50,1,39
41,4,13,2,4,0,4,1,7688,0,45,1,39
54,4,14,2,14,0,4,1,7688,0,60,1,39
60,4,9,2,7,0,4,1,7688,0,40,1,39
40,4,10,2,4,5,4,0,7688,0,40,1,39
54,2,14,2,10,0,4,1,7688,0,40,1,39
42,4,13,2,10,0,4,1,7688,0,40,1,39
38,4,10,2,3,0,4,1,7688,0,40,1,39
34,4,11,2,3,0,4,1,7688,0,40,1,39
34,4,10,2,4,5,4,0,7688,0,50,1,39
56,1,13,2,4,0,4,1,7688,0,40,1,39
38,4,9,2,4,0,4,1,7688,0,70,1,39
35,4,15,2,10,0,4,1,7688,0,50,1,39
43,4,10,2,12,0,4,1,7688,0,40,1,39
50,6,10,2,5,0,4,1,7688,0,40,1,39
35,4,10,2,10,0,4,1,7688,0,38,1,39
61,4,4,2,3,0,4,1,7688,0,40,1,31
45,6,9,2,3,0,4,1,7688,0,50,1,39
36,4,14,2,12,0,4,1,7688,0,50,1,39
40,4,12,2,12,0,4,1,7688,0,50,1,39
49,2,13,2,10,5,4,0,7688,0,30,1,39
36,4,10,2,12,0,2,1,7688,0,50,1,39
52,4,9,2,10,0,4,1,7688,0,40,1,39
53,4,10,2,3,0,2,1,7688,0,40,1,39
29,4,10,2,11,0,4,1,7688,0,54,1,39
56,4,10,2,4,5,4,0,7688,0,50,1,39
41,4,9,2,3,0,4,1,7688,0,38,1,39
30,4,13,2,10,0,4,1,7688,0,50,1,39
58,4,9,2,12,0,4,1,7688,0,40,1,39
45,5,15,2,4,0,1,1,7688,0,40,1,0
52,6,9,2,12,0,4,1,7688,0,55,1,39
42,4,9,2,10,0,4,1,7688,0,50,1,39
38,4,13,2,10,0,4,1,7688,0,45,1,39
30,5,13,2,12,0,4,1,7688,0,50,1,39
50,4,14,2,10,0,4,1,7688,0,50,1,39
54,4,10,2,13,0,4,1,7688,0,40,1,39
48,1,13,2,1,5,4,0,7688,0,40,1,39
54,5,13,2,4,0,4,1,7688,0,40,1,0
46,4,13,2,10,0,4,1,7688,0,45,1,39
42,4,13,2,4,0,4,1,7688,0,40,1,39
63,6,4,2,5,0,4,1,7688,0,60,1,39
51,4,14,2,10,0,4,1,7688,0,45,1,39
39,1,9,2,1,0,2,1,7688,0,52,1,39
29,2,11,2,11,0,4,1,7688,0,40,1,39
35,4,13,2,4,0,4,1,7688,0,50,1,39
41,5,13,2,4,0,4,1,7688,0,70,1,39
38,4,9,2,4,5,4,0,7688,0,40,1,39
39,4,14,2,4,0,4,1,7688,0,65,1,39
40,1,15,2,10,0,4,1,7688,0,40,1,39
44,4,13,2,12,0,4,1,7688,0,50,1,39
38,7,13,2,10,0,1,1,7688,0,60,1,19
47,4,13,2,7,0,4,1,7688,0,44,1,39
37,4,13,2,10,0,4,1,7688,0,39,1,39
39,4,14,2,10,0,4,1,7688,0,45,1,39
28,2,11,2,10,5,4,0,7688,0,36,1,39
33,4,9,2,11,0,4,1,7688,0,48,1,39
42,4,10,2,3,0,4,1,7688,0,40,1,39
32,6,13,2,10,0,4,1,7688,0,40,1,39
34,5,13,2,4,0,4,1,7688,0,55,1,39
58,2,14,2,10,0,2,1,7688,0,30,1,39
42,4,10,2,14,0,2,1,7688,0,45,1,39
39,4,11,2,3,0,4,1,7688,0,40,1,39
31,1,14,2,4,0,4,1,7688,0,60,1,39
40,4,11,2,4,0,4,1,7688,0,44,1,39
35,4,13,2,8,0,0,1,7688,0,20,1,39
34,4,9,5,1,4,4,0,7443,0,35,0,39
38,4,10,0,1,1,4,0,7443,0,40,0,39
41,4,9,0,14,4,4,1,7443,0,40,0,39
35,4,10,0,10,4,4,0,7443,0,40,0,39
34,4,9,4,6,4,4,0,7443,0,35,0,39
37,4,13,0,4,4,4,0,7430,0,45,1,39
42,2,7,0,12,4,4,1,7430,0,50,1,33
35,4,13,0,13,4,4,1,7430,0,40,1,11
41,2,14,0,10,4,4,0,7430,0,36,1,39
49,7,14,0,10,4,2,0,7430,0,40,1,39
41,4,13,0,13,4,2,1,7430,0,45,1,0
45,4,14,0,4,4,4,1,7430,0,70,1,39
42,6,15,0,10,4,4,0,7430,0,44,1,39
42,6,15,0,10,4,4,1,7430,0,40,1,39
35,4,14,2,10,2,4,1,7298,0,40,1,39
36,4,13,2,8,0,2,1,7298,0,36,1,39
44,4,10,2,3,0,4,1,7298,0,40,1,39
24,4,10,2,7,5,4,0,7298,0,48,1,39
34,4,14,2,4,0,1,1,7298,0,35,1,36
38,4,11,2,3,0,4,1,7298,0,40,1,39
36,7,9,2,11,0,4,1,7298,0,40,1,39
42,4,13,2,4,0,4,1,7298,0,45,1,39
30,4,13,2,1,0,4,1,7298,0,40,1,39
42,4,10,2,4,0,4,1,7298,0,52,1,39
50,5,9,2,4,0,4,1,7298,0,40,1,39
35,4,16,2,10,0,4,1,7298,0,40,1,39
40,4,12,2,10,0,4,1,7298,0,36,1,39
38,4,13,2,12,0,4,1,7298,0,40,1,39
35,4,11,2,4,0,4,1,7298,0,50,1,39
41,4,9,2,4,0,4,1,7298,0,40,1,39
29,4,14,2,12,0,4,1,7298,0,40,1,39
36,4,10,2,3,0,4,1,7298,0,44,1,39
60,4,9,2,3,0,4,1,7298,0,40,1,39
50,4,13,2,14,0,4,1,7298,0,40,1,39
41,4,13,2,4,0,4,1,7298,0,50,1,39
52,1,9,2,4,0,4,1,7298,0,40,1,39
37,4,10,2,1,5,4,0,7298,0,45,1,39
39,4,9,2,3,0,4,1,7298,0,50,1,39
33,4,9,2,12,0,4,1,7298,0,45,1,39
34,4,13,2,12,0,4,1,7298,0,60,1,39
31,4,13,2,1,0,4,1,7298,0,50,1,39
59,4,11,2,13,0,4,1,7298,0,40,1,39
41,4,10,2,3,0,0,1,7298,0,50,1,39
39,4,9,2,14,0,4,1,7298,0,48,1,39
51,4,9,2,14,0,4,1,7298,0,60,1,39
46,5,13,2,7,0,4,1,7298,0,40,1,0
38,4,10,2,14,0,4,1,7298,0,50,1,39
33,4,10,2,3,0,4,1,7298,0,50,1,39
25,4,9,2,4,0,4,1,7298,0,84,1,39
35,4,9,2,3,0,4,1,7298,0,40,1,39
52,4,9,2,12,0,4,1,7298,0,50,1,39
25,6,9,2,3,0,4,1,7298,0,40,1,39
49,2,10,2,6,0,4,1,7298,0,40,1,39
39,4,13,2,12,0,4,1,7298,0,55,1,39
43,4,10,2,12,0,4,1,7298,0,40,1,39
42,4,10,2,3,0,4,1,7298,0,45,1,39
53,4,14,2,12,0,4,1,7298,0,60,1,39
51,4,11,2,13,0,4,1,7298,0,40,1,39
34,4,10,2,4,0,4,1,7298,0,40,1,39
50,4,9,2,1,0,4,1,7298,0,45,1,39
50,2,14,2,10,0,4,1,7298,0,40,1,39
36,4,9,2,14,0,4,1,7298,0,50,1,39
32,4,9,2,12,0,4,1,7298,0,40,1,39
58,2,9,2,4,0,4,1,7298,0,40,1,39
47,4,9,2,12,0,4,1,7298,0,45,1,39
31,7,16,2,4,0,4,1,7298,0,55,1,39
36,4,3,2,7,0,4,1,7298,0,40,1,26
36,4,9,2,14,0,4,1,7298,0,60,1,39
54,2,14,2,1,0,4,1,7298,0,40,1,39
43,1,13,2,1,0,4,1,7298,0,40,1,39
37,2,10,2,13,5,4,0,7298,0,36,1,39
35,4,13,2,10,5,4,0,7298,0,8,1,0
39,5,13,2,4,0,4,1,7298,0,40,1,39
57,0,3,2,0,0,4,1,7298,0,84,1,39
39,4,9,2,3,0,4,1,7298,0,40,1,39
24,4,10,2,1,0,4,1,7298,0,40,1,39
37,6,13,2,4,0,3,1,7298,0,50,1,33
35,7,9,2,3,0,4,1,7298,0,40,1,39
39,4,9,2,4,0,4,1,7298,0,40,1,39
48,5,13,2,4,0,4,1,7298,0,50,1,39
59,4,12,2,3,0,4,1,7298,0,20,1,39
48,6,10,2,5,0,4,1,7298,0,60,1,39
38,4,9,2,3,0,4,1,7298,0,50,1,39
47,6,9,2,7,0,4,1,7298,0,40,1,39
60,2,13,2,10,0,4,1,7298,0,40,1,39
48,4,13,2,4,0,4,1,7298,0,60,1,39
32,4,11,2,10,0,4,1,7298,0,42,1,39
54,4,14,2,10,0,1,1,7298,0,40,1,19
28,6,10,2,3,0,4,1,7298,0,40,1,39
44,4,13,2,4,0,4,1,7298,0,48,1,39
45,4,9,2,6,0,2,1,7298,0,40,1,39
51,4,10,2,3,0,4,1,7298,0,40,1,39
37,1,13,2,1,0,1,1,7298,0,40,1,30
38,7,14,2,4,0,4,1,7298,0,60,1,39
49,1,13,2,4,0,4,1,7298,0,40,1,39
47,4,10,2,13,0,4,1,7298,0,40,1,39
51,4,10,2,7,0,4,1,7298,0,40,1,39
46,4,8,2,3,0,4,1,7298,0,40,1,0
36,4,10,2,4,0,4,1,7298,0,40,1,39
53,4,14,2,10,0,4,1,7298,0,40,1,39
45,4,14,2,4,0,4,1,7298,0,50,1,39
34,1,13,2,11,0,4,1,7298,0,54,1,39
41,4,9,2,12,0,4,1,7298,0,50,1,39
38,5,10,2,4,0,4,1,7298,0,40,1,39
57,4,13,2,10,0,4,1,7298,0,40,1,39
46,4,13,2,4,0,4,1,7298,0,65,1,39
53,4,13,2,1,0,4,1,7298,0,40,1,39
37,4,11,2,1,0,4,1,7298,0,40,1,39
50,4,14,2,4,0,1,1,7298,0,40,1,30
40,4,13,2,4,0,4,1,7298,0,40,1,39
33,4,11,2,3,0,4,1,7298,0,40,1,39
29,4,13,2,8,0,4,1,7298,0,42,1,39
42,4,9,2,7,5,4,0,7298,0,40,1,39
44,4,13,2,3,0,4,1,7298,0,40,1,39
34,4,11,2,10,0,4,1,7298,0,45,1,39
38,4,13,2,4,0,4,1,7298,0,50,1,39
64,6,9,2,5,0,4,1,7298,0,45,1,39
36,6,4,2,7,0,4,1,7298,0,45,1,39
37,4,10,2,12,5,4,0,7298,0,40,1,39
48,2,9,2,4,0,2,1,7298,0,38,1,39
47,4,7,2,3,0,4,1,7298,0,40,1,39
42,4,15,2,10,0,4,1,7298,0,35,1,39
51,7,16,2,4,0,4,1,7298,0,40,1,39
45,7,13,2,4,0,4,1,7298,0,40,1,39
33,4,9,2,4,0,4,1,7298,0,45,1,39
43,6,10,2,12,0,4,1,7298,0,50,1,26
40,2,10,2,11,0,4,1,7298,0,40,1,39
51,4,9,2,13,0,4,1,7298,0,50,1,39
38,4,13,2,1,0,4,1,7298,0,50,1,39
36,4,9,2,3,0,4,1,7298,0,40,1,39
60,2,13,2,11,0,4,1,7298,0,48,1,39
54,4,9,2,1,0,4,1,7298,0,60,1,39
41,4,10,2,7,0,4,1,7298,0,42,1,39
42,4,11,2,4,5,4,0,7298,0,35,1,39
50,4,13,2,4,0,4,1,7298,0,50,1,39
52,1,12,2,8,0,4,1,7298,0,40,1,39
38,4,10,2,12,0,4,1,7298,0,40,1,39
59,4,14,2,12,0,4,1,7298,0,55,1,39
36,4,13,2,4,0,4,1,7298,0,50,1,39
55,4,13,2,10,0,4,1,7298,0,40,1,39
39,2,14,2,10,0,4,1,7298,0,40,1,39
40,1,13,2,1,0,4,1,7298,0,48,1,39
41,4,11,2,8,0,1,1,7298,0,60,1,19
38,4,10,2,14,0,4,1,7298,0,60,1,39
32,4,9,2,14,0,4,1,7298,0,40,1,39
60,5,13,2,4,0,4,1,7298,0,60,1,39
50,1,13,2,4,0,4,1,7298,0,40,1,39
62,4,11,2,10,0,4,1,7298,0,50,1,39
49,4,9,2,7,0,4,1,7298,0,43,1,39
46,7,9,2,8,0,2,1,7298,0,40,1,39
44,4,11,2,1,0,4,1,7298,0,51,1,39
30,4,13,2,12,0,4,1,7298,0,50,1,39
61,2,14,2,4,0,4,1,7298,0,60,1,39
31,4,9,2,3,0,4,1,7298,0,40,1,39
53,4,10,2,14,0,4,1,7298,0,45,1,39
36,6,13,2,4,0,4,1,7298,0,40,1,39
40,4,10,2,1,5,4,0,7298,0,40,1,39
30,1,10,2,1,0,4,1,7298,0,48,1,5
50,2,9,2,1,5,4,0,7298,0,30,1,39
63,4,10,2,12,0,4,1,7298,0,48,1,39
38,6,13,2,12,0,4,1,7298,0,50,1,39
33,6,13,2,12,0,4,1,7298,0,80,1,39
45,4,9,2,1,0,2,1,7298,0,40,1,39
41,1,10,2,14,5,4,0,7298,0,40,1,39
37,2,13,2,1,0,4,1,7298,0,40,1,39
35,2,9,2,11,0,2,1,7298,0,35,1,39
33,4,14,2,4,0,4,1,7298,0,60,1,2
35,4,13,2,6,0,4,1,7298,0,35,1,39
35,6,9,2,3,0,4,1,7298,0,60,1,39
51,4,9,2,4,0,4,1,7298,0,40,1,39
46,6,9,2,12,3,4,0,7298,0,40,1,39
44,1,11,2,11,0,4,1,7298,0,48,1,39
34,4,10,2,4,5,4,0,7298,0,40,1,39
36,4,11,2,4,5,4,0,7298,0,55,1,39
35,2,13,2,12,0,1,1,7298,0,40,1,30
40,4,10,2,10,0,4,1,7298,0,40,1,39
38,4,13,2,10,0,4,1,7298,0,50,1,39
33,4,10,2,10,5,4,0,7298,0,21,1,39
55,6,14,2,10,0,4,1,7298,0,40,1,39
28,4,10,2,1,5,4,0,7298,0,32,1,39
43,1,9,2,5,0,4,1,7298,0,40,1,39
40,4,9,2,12,0,4,1,7298,0,45,1,39
51,6,9,2,3,0,4,1,7298,0,48,1,39
40,2,14,2,10,0,4,1,7298,0,35,1,39
49,4,9,2,3,0,4,1,7298,0,40,1,39
39,2,12,2,3,0,2,1,7298,0,40,1,39
27,4,9,2,7,0,4,1,7298,0,40,1,39
45,4,10,2,4,0,4,1,7298,0,40,1,39
60,4,11,2,13,0,4,1,7298,0,40,1,39
60,4,10,2,12,0,4,1,7298,0,40,1,39
47,4,10,2,3,0,4,1,7298,0,40,1,39
43,4,13,2,4,0,4,1,7298,0,40,1,39
31,4,10,2,5,0,4,1,7298,0,50,1,39
62,0,10,2,0,0,4,1,7298,0,40,1,39
52,4,10,2,12,0,4,1,7298,0,45,1,39
34,4,10,2,7,0,2,1,7298,0,40,1,39
44,4,14,2,10,0,4,1,7298,0,40,1,39
49,2,14,2,10,0,4,1,7298,0,40,1,39
50,4,9,2,14,0,4,1,7298,0,40,1,39
26,4,10,2,14,0,4,1,7298,0,55,1,39
46,4,10,2,14,0,4,1,7298,0,45,1,39
45,2,13,2,5,0,1,1,7298,0,40,1,39
36,7,10,2,4,5,4,0,7298,0,39,1,39
41,6,14,2,4,0,4,1,7298,0,70,1,39
60,4,10,2,10,0,4,1,7298,0,40,1,39
45,4,10,2,14,0,4,1,7298,0,50,1,39
44,6,9,2,3,0,4,1,7298,0,50,1,9
34,4,10,2,10,0,4,1,7298,0,50,1,39
51,4,10,2,1,0,4,1,7298,0,40,1,39
35,1,13,2,10,0,4,1,7298,0,40,1,39
54,4,10,2,12,0,4,1,7298,0,50,1,39
53,4,9,2,3,0,4,1,7298,0,40,1,39
51,4,9,2,3,0,4,1,7298,0,50,1,39
40,6,13,1,10,0,4,1,7298,0,50,1,39
42,4,13,2,10,0,4,1,7298,0,45,1,39
50,5,14,2,10,0,4,1,7298,0,50,1,39
51,4,14,2,4,0,4,1,7298,0,50,1,39
33,4,14,2,4,0,4,1,7298,0,45,1,39
48,4,9,2,10,0,4,1,7298,0,40,1,39
40,4,9,2,3,5,4,0,7298,0,40,1,39
36,4,9,2,7,0,4,1,7298,0,40,1,39
27,4,13,2,4,0,4,1,7298,0,55,1,39
37,4,13,2,4,0,4,1,7298,0,40,1,39
54,5,13,2,4,0,4,1,7298,0,55,1,39
36,4,14,2,10,0,4,1,7298,0,55,1,39
46,4,13,2,4,0,4,1,7298,0,50,1,39
38,4,13,2,10,0,4,1,7298,0,60,1,39
38,4,10,2,14,0,4,1,7298,0,43,1,39
45,4,13,2,3,0,4,1,7298,0,55,1,39
48,4,10,2,10,5,4,0,7298,0,40,1,39
60,4,9,2,12,0,4,1,7298,0,65,1,39
58,5,10,2,4,0,4,1,7298,0,60,1,39
42,4,13,2,13,0,4,1,7298,0,45,1,39
51,4,9,2,8,0,4,1,7298,0,40,1,8
42,1,13,2,4,0,4,1,7298,0,50,1,39
44,4,10,2,10,0,4,1,7298,0,45,1,39
32,4,13,2,4,0,4,1,7298,0,45,1,39
60,1,10,2,1,0,4,1,7298,0,40,1,39
49,4,10,2,4,0,4,1,7298,0,40,1,39
31,7,13,2,10,0,4,1,7298,0,55,1,39
45,4,10,2,14,0,4,1,7298,0,50,1,39
55,4,13,2,4,0,4,1,7298,0,60,1,39
61,4,3,2,6,0,1,1,7298,0,40,1,30
57,2,10,2,6,0,2,1,7298,0,40,1,39
47,4,13,2,1,0,4,1,7298,0,40,1,39
40,4,10,2,3,0,4,1,7298,0,50,1,39
47,4,13,2,4,0,4,1,7298,0,44,1,39
29,4,11,2,3,0,1,1,7298,0,32,1,39
52,2,14,2,4,0,4,1,7298,0,60,1,39
28,4,13,2,12,0,4,1,7298,0,42,1,39
30,4,9,2,1,5,4,0,7298,0,40,1,39
35,4,14,2,10,0,2,1,7298,0,40,1,0
28,2,14,2,10,5,4,0,7298,0,40,1,39
36,7,13,2,11,0,4,1,7298,0,55,1,39
41,7,14,2,10,0,4,1,7298,0,60,1,39
30,4,11,2,10,3,4,0,7298,0,16,1,39
45,4,9,2,3,0,4,1,7298,0,60,1,39
38,4,13,2,12,0,4,1,7298,0,40,1,39
42,4,13,2,12,0,4,1,7298,0,40,1,39
48,5,9,2,3,0,4,1,7298,0,50,1,39
52,4,14,0,10,1,4,0,6849,0,60,0,39
24,4,14,4,4,3,4,1,6849,0,90,0,39
34,4,9,0,3,1,4,1,6849,0,55,0,39
29,4,13,4,12,1,4,1,6849,0,48,0,39
35,0,7,5,0,1,4,0,6849,0,60,0,39
25,4,13,4,12,1,4,0,6849,0,50,0,39
40,2,10,0,14,4,4,1,6849,0,40,0,39
28,7,13,4,10,3,4,1,6849,0,40,0,39
59,6,10,6,5,1,4,0,6849,0,40,0,39
30,4,10,0,10,1,4,0,6849,0,40,0,9
26,4,13,4,1,1,4,1,6849,0,65,0,39
53,4,9,6,7,1,4,1,6849,0,40,0,39
40,4,9,4,1,1,4,0,6849,0,38,0,39
39,4,14,4,10,1,4,1,6849,0,40,0,39
25,4,9,4,12,3,0,1,6849,0,40,0,39
28,4,13,4,4,1,4,0,6849,0,60,0,39
35,4,9,4,1,3,4,0,6849,0,40,0,39
47,4,7,4,7,4,2,0,6849,0,40,0,39
35,4,7,4,3,3,4,1,6849,0,40,0,39
33,4,10,4,1,1,4,0,6849,0,50,0,39
39,4,9,0,8,4,0,0,6849,0,40,0,39
50,7,13,3,10,1,4,1,6849,0,40,0,39
40,4,9,4,4,1,0,1,6849,0,43,0,39
38,4,13,0,4,1,4,1,6849,0,60,0,39
55,7,11,6,10,4,4,0,6849,0,40,0,39
30,6,13,3,3,1,4,1,6849,0,60,0,39
35,4,11,0,1,1,4,0,6849,0,40,0,39
71,4,9,2,11,0,4,1,6767,0,20,0,39
65,4,11,2,5,0,4,1,6767,0,60,0,39
90,2,9,2,8,0,4,1,6767,0,40,0,39
66,0,13,2,0,0,4,1,6767,0,20,0,39
74,0,9,2,0,0,4,1,6767,0,6,0,39
72,4,11,5,8,4,4,0,6723,0,25,0,39
65,4,13,0,10,1,4,1,6723,0,40,0,39
67,4,13,2,11,0,4,1,6514,0,7,1,39
65,7,14,2,10,0,4,1,6514,0,35,1,39
65,6,10,2,7,0,4,1,6514,0,40,1,39
71,0,10,2,0,0,4,1,6514,0,40,1,39
69,5,14,2,4,0,4,1,6514,0,40,1,39
57,4,3,0,14,4,4,1,6497,0,40,0,39
46,4,14,0,10,4,4,0,6497,0,50,0,39
45,2,10,0,1,4,2,0,6497,0,35,0,39
36,1,10,5,1,4,2,0,6497,0,56,0,39
35,4,9,4,7,4,4,1,6497,0,65,0,39
41,4,13,0,14,3,2,1,6497,0,40,0,39
38,4,10,4,1,4,4,0,6497,0,35,0,39
49,5,13,0,10,4,4,1,6497,0,45,0,39
47,4,13,6,3,4,2,0,6497,0,40,0,39
26,4,7,4,7,4,4,1,6497,0,48,0,39
46,4,12,6,13,4,4,0,6497,0,40,0,39
67,0,15,2,0,0,4,1,6418,0,10,1,39
69,5,13,2,4,0,4,1,6418,0,45,1,39
62,0,4,2,0,0,4,1,6418,0,40,1,39
73,6,4,2,5,0,4,1,6418,0,99,1,39
62,4,9,2,5,0,4,1,6418,0,40,1,39
67,6,9,2,14,0,4,1,6418,0,58,1,39
65,5,7,2,4,0,4,1,6418,0,35,1,39
55,4,9,2,1,0,4,1,6418,0,50,1,39
70,4,13,2,6,0,4,1,6418,0,40,1,39
72,4,9,6,1,1,4,0,6360,0,40,0,39
68,4,14,4,1,1,4,0,6360,0,20,0,39
67,2,13,0,1,4,2,0,6360,0,35,0,39
71,4,4,6,4,1,4,1,6097,0,40,1,39
38,4,10,0,1,4,4,0,5721,0,44,0,39
26,4,9,4,7,4,4,1,5721,0,40,0,39
28,2,9,5,1,1,4,0,5721,0,40,0,39
66,4,10,2,12,0,4,1,5556,0,40,1,39
66,4,12,2,7,0,4,1,5556,0,40,1,41
66,5,13,2,12,0,4,1,5556,0,26,1,39
65,4,14,2,10,0,4,1,5556,0,50,1,39
65,0,13,2,0,0,4,1,5556,0,48,1,39
45,4,12,0,10,4,4,0,5455,0,38,0,39
42,4,9,0,4,1,2,0,5455,0,50,0,39
39,4,9,0,8,4,2,0,5455,0,40,0,39
47,2,14,0,10,4,4,0,5455,0,45,0,39
36,7,14,0,10,4,4,1,5455,0,30,0,39
39,1,13,0,10,4,4,0,5455,0,60,0,39
43,5,9,0,3,4,4,1,5455,0,50,0,39
45,4,9,0,12,4,2,1,5455,0,40,0,39
37,7,11,4,10,4,2,0,5455,0,40,0,39
40,2,13,0,10,4,4,0,5455,0,40,0,39
60,2,13,5,10,4,4,0,5455,0,55,0,39
42,4,13,2,4,0,4,1,5178,0,40,1,39
42,2,10,2,3,0,4,1,5178,0,40,1,39
36,4,10,2,12,0,4,1,5178,0,50,1,39
32,4,9,2,3,0,4,1,5178,0,48,1,39
44,5,10,2,12,0,4,1,5178,0,60,1,39
50,4,9,2,1,5,4,0,5178,0,40,1,39
54,4,9,2,7,0,4,1,5178,0,50,1,39
32,5,9,2,3,0,4,1,5178,0,45,1,39
61,2,13,2,4,0,4,1,5178,0,50,1,39
51,4,13,2,4,0,4,1,5178,0,60,1,39
